age,income,employment_years,education_level,marital_status,home_ownership,num_dependents,zip_code_region,loan_amount,credit_score,cred_hist_length,num_existing_loans,total_debt,checking_acc_balance,savings_acc_balance,previous_defaults,credit_card_utilization,num_late_payments_last_year,inquiries_last_6_months,has_co_signer,loan_purpose,debt_to_income_ratio,target_default
26,47044,37,0,2,2,2,3,42133,740,9,3,13563,14958,9236,0,0.008965336032905613,0,2,1,3,0.28830456593827053,0
56,87260,26,3,1,0,0,1,15689,841,11,1,54418,14844,43113,0,0.9552015391181198,2,5,0,2,0.6236305294522118,0
35,86912,19,1,1,1,2,3,17737,754,4,0,20990,10701,46927,0,0.1389958841364738,1,9,1,3,0.24150865243004419,0
21,145623,11,2,0,1,2,3,17014,393,7,0,41467,14970,38087,0,0.287667478203247,9,5,0,2,0.28475584214032124,0
42,28706,30,0,2,0,3,3,22818,594,21,4,56972,3079,18251,0,0.1293033020964418,4,5,1,2,1.9846721939664183,0
31,28894,26,1,0,0,0,0,34201,848,7,4,73338,16766,34143,0,0.4905431561567226,11,3,1,1,2.538174015366512,0
67,38037,31,1,0,0,4,2,12144,388,4,2,22376,10878,40898,0,0.9321661149424991,3,6,0,0,0.5882693167179326,0
26,103986,9,0,1,1,4,2,32001,802,12,3,82330,17311,21785,0,0.10070071762548627,3,2,0,3,0.7917411959302214,0
43,101942,2,1,2,1,4,3,1867,513,26,4,61150,16944,25187,0,0.4408969235884961,3,5,0,1,0.5998508956073061,0
19,71612,26,0,1,1,0,2,28182,721,27,4,2802,1189,39760,0,0.022374845771578444,10,9,1,3,0.03912752052728593,0
37,49725,34,0,1,2,1,0,15340,825,27,0,19517,17281,13850,1,0.7708982213861482,3,4,1,3,0.3924987430869784,0
45,25926,30,0,1,1,0,2,12837,491,17,3,42811,14974,19700,0,0.641226143554425,3,2,1,2,1.6512767106379695,0
64,124555,14,2,2,1,3,1,48059,523,20,2,861,14216,46003,0,0.6996986637071502,5,1,1,2,0.006912608887639999,0
24,29496,15,0,2,2,2,0,9787,686,29,4,38761,14125,17982,1,0.4723363608957327,1,0,0,0,1.3141103878492,0
61,76447,12,3,1,2,2,2,1393,773,26,4,17671,2368,4949,0,0.9076330295564058,3,7,1,2,0.2311536096903737,0
25,121604,34,1,2,2,3,2,13056,502,3,4,41726,4953,30581,0,0.40955745087260953,6,0,0,3,0.34313016019209897,0
64,49806,10,2,1,2,3,0,44160,746,9,0,29827,11237,6572,0,0.514085074787077,6,4,1,2,0.5988635907320403,0
52,108199,20,1,2,2,2,2,45957,367,5,4,71128,4380,26553,0,0.6952892222706294,0,4,0,1,0.6573813066664203,0
31,61321,10,2,2,2,1,2,29429,391,20,4,82973,18782,29733,0,0.52056064109546,9,0,1,1,1.3530927414751879,1
34,142041,29,3,0,0,1,3,46909,477,16,0,64723,12953,46498,0,0.18933564791632795,11,8,1,2,0.45566420962961396,0
53,122031,34,2,1,0,1,1,32899,302,8,4,79853,2588,12589,0,0.317070618044912,8,4,0,0,0.6543665134269161,1
67,85095,21,2,0,0,3,0,33221,402,21,3,75815,14815,49790,0,0.09229446813880526,6,8,1,2,0.8909454139491156,0
57,42656,37,2,0,0,2,3,21754,572,16,3,70552,6356,36934,0,0.4326134972172978,10,5,1,1,1.6539759939984997,0
21,75147,30,1,1,1,2,2,45389,833,19,0,64124,9121,10114,0,0.609392093086328,5,6,1,3,0.8533141708917189,0
19,111396,13,0,1,2,2,0,21905,415,16,3,96150,14695,645,0,0.11852994426914065,1,6,0,3,0.8631369169449531,0
23,69666,23,1,2,1,0,0,25083,763,18,2,15030,19610,5884,0,0.630587121470129,5,1,1,3,0.21574369132718973,0
59,102368,31,0,1,2,0,1,42098,403,15,4,9810,1403,23052,0,0.8928721397521093,4,4,0,1,0.0958307283526102,0
21,58787,35,1,0,2,4,1,30621,558,24,2,34781,8391,12461,1,0.3377237329855196,8,1,1,1,0.5916444111793424,0
46,133767,31,3,0,1,0,0,21577,607,28,3,59770,2285,26574,0,0.22203309621881984,11,3,1,3,0.44682171238048246,0
35,82946,14,3,1,0,1,1,37728,666,18,0,89845,8862,16473,0,0.8930060638419031,0,2,0,0,1.0831745955199767,0
43,41727,34,2,0,1,1,1,1663,601,14,0,46604,1728,47471,0,0.6919452358975486,4,5,0,0,1.1168787595561627,0
61,128351,2,3,2,1,1,2,48301,326,24,2,22235,11430,47904,0,0.10539486805655385,2,4,0,3,0.17323589220185273,1
51,115081,15,2,0,2,1,1,20216,807,16,3,72785,1249,44238,0,0.40811195206173245,8,0,1,3,0.6324675663228508,0
27,142721,4,0,2,2,4,1,48259,826,5,4,93673,878,15421,0,0.6740895997545487,11,1,0,1,0.6563364886737061,0
53,130058,20,3,0,2,1,3,10265,664,8,3,7505,11543,33318,0,0.5743838749754547,0,6,1,2,0.05770502391240831,0
31,88056,9,0,2,0,3,2,5574,597,16,3,58064,18907,5224,0,0.618547119349873,5,8,1,1,0.6593985645498319,0
48,23081,18,1,2,1,3,2,23755,660,21,0,51996,16881,46318,0,0.5671351739739261,2,0,0,2,2.252762012044539,0
65,54196,24,0,1,1,3,0,32241,803,1,1,30398,16092,38349,0,0.7980613653048902,0,3,1,2,0.5608901025905971,0
32,56735,3,1,2,0,0,1,23676,329,28,4,89574,7702,9435,0,0.32042695679697863,10,2,1,2,1.5788137833788667,1
25,124749,28,0,1,1,2,3,22561,738,29,4,22208,7578,3479,0,0.708462347899363,2,4,1,2,0.17802146710594874,0
31,100102,18,0,0,1,4,3,25737,639,11,0,45524,10668,9137,0,0.9910794424942843,1,4,1,3,0.45477612834908393,0
40,99578,1,3,0,2,3,2,24390,425,11,3,91503,16922,26528,0,0.38995885778118033,9,9,0,2,0.9189077908775031,0
57,45498,9,0,0,0,3,1,27076,665,2,0,14912,12232,38859,0,0.7910483145547931,11,9,1,2,0.3277506703591367,0
38,96865,24,3,2,2,1,3,6546,742,22,3,55321,9092,35401,0,0.24610923713617106,11,1,1,2,0.5711144376193672,0
33,51656,19,3,0,0,3,0,22280,562,19,1,29878,1466,39558,1,0.28189671228404933,11,4,0,1,0.5784032832584791,0
62,87695,18,2,0,2,1,1,33953,521,24,1,94138,11207,3501,0,0.9348638741835431,7,3,0,1,1.0734705513427218,0
35,57900,22,2,1,1,1,1,22037,301,5,2,79080,7714,889,0,0.025938356248688788,2,0,1,1,1.3658031088082903,0
64,148392,23,1,1,0,2,1,41576,693,3,3,31809,18117,8765,0,0.21742734486082926,10,0,0,0,0.2143579168688339,0
41,137235,10,0,0,0,0,3,29564,605,28,0,84275,490,14197,0,0.4829206978120031,6,0,0,1,0.6140926148577258,0
43,104899,33,1,0,2,1,2,34597,445,26,0,2935,18093,36928,0,0.4018476217041864,9,7,1,0,0.027979294368869104,0
42,67701,27,0,2,0,1,2,20903,829,23,0,89200,18302,42924,1,0.6291697312350313,5,2,0,1,1.3175580862911922,0
62,128777,4,2,2,1,2,0,31806,827,8,2,3886,10226,36819,0,0.19272205036038192,6,8,1,0,0.030176196059855408,0
58,39033,4,2,0,1,1,3,47328,607,4,4,71476,8166,48995,0,0.07054700436853134,10,9,1,1,1.8311684984500294,0
46,143193,20,0,1,1,4,1,25392,639,29,0,46003,10903,6197,0,0.36933339780475705,6,1,1,3,0.3212657043291222,0
32,30805,11,0,0,2,0,0,29087,651,13,1,72472,9678,13532,0,0.5243552421441809,9,8,0,1,2.3526050965752314,1
62,55851,3,2,2,0,4,0,45288,508,27,0,73439,14885,2283,0,0.5620018370849114,0,8,1,0,1.3149093122773092,0
18,46832,19,2,1,2,3,2,45308,504,25,0,89278,6099,37752,0,0.6014935235424668,3,3,1,2,1.9063460881448582,0
42,83437,37,1,1,1,0,1,23293,314,22,0,43964,16581,16995,1,0.5486619957615549,3,3,1,1,0.5269125208240948,0
24,135725,24,2,2,0,3,1,11677,727,14,4,68975,10159,31723,0,0.24575197097118762,4,3,0,2,0.5081967213114754,0
26,33944,13,0,0,1,1,3,13803,775,1,0,83258,13810,46182,1,0.7645497359690018,9,0,0,2,2.4528046193730852,0
41,39873,10,1,0,0,2,3,47656,597,5,4,27777,9726,39605,0,0.08778026173939857,4,4,1,1,0.6966368219095629,0
18,60372,31,0,0,0,4,3,47002,393,21,4,87179,18097,23490,1,0.19835387955218298,7,5,1,1,1.444030345193136,0
61,109464,10,3,2,2,3,0,2225,406,7,2,54512,9540,46500,0,0.7393780090191141,3,3,0,3,0.49799020682598844,1
25,35379,17,1,1,0,1,1,6774,718,23,1,3638,8102,40043,0,0.2797261341052517,0,7,1,0,0.10282936205093417,0
41,137322,26,0,2,1,4,2,14043,577,6,0,49827,12754,8715,0,0.4934734416094052,4,2,0,1,0.3628479049241928,0
28,56751,17,2,0,0,4,0,17163,427,15,0,87025,3844,36345,0,0.32719774085555886,0,8,1,0,1.5334531550104844,1
68,120082,22,3,2,1,3,0,3844,758,15,0,69198,595,14739,0,0.5069812116160032,11,6,0,1,0.5762562249129761,0
34,109822,10,0,1,2,1,2,8347,337,8,4,3252,8330,22870,0,0.34665579994736506,2,7,1,2,0.029611553240698585,0
25,25110,20,1,2,1,2,2,21804,497,2,3,26265,17398,32341,0,0.9942079899060504,7,6,1,2,1.0459976105137396,0
52,74341,4,0,0,0,3,3,37764,656,14,1,1337,241,29471,0,0.35747758935814666,9,8,0,1,0.017984692161794973,0
52,32087,22,3,1,1,4,2,28246,306,29,0,94510,18747,11590,0,0.6270494173976454,4,1,0,0,2.9454296132390065,1
50,43762,24,1,2,1,4,2,43458,631,16,3,78079,15002,18645,0,0.8883432176508774,6,3,0,0,1.7841734838444312,0
22,135812,9,3,2,0,0,2,2688,818,29,3,57497,17116,1023,0,0.6379349943647504,0,1,1,2,0.42335728801578654,0
59,102617,21,0,1,1,1,2,48055,493,23,3,36001,134,26155,0,0.5658572551096086,5,7,0,0,0.35082881004122124,0
56,120483,18,2,1,0,0,3,18251,615,10,1,45270,2626,24897,0,0.5692294547562082,11,1,0,0,0.3757376559348622,0
58,29596,0,2,0,2,2,0,13504,300,15,3,90108,10316,15437,0,0.4964607109233855,7,7,0,3,3.044600621705636,1
45,123555,6,0,1,1,3,1,40720,361,23,0,68689,7179,11318,1,0.8075804014044551,5,5,0,2,0.555938650803286,0
24,127539,3,0,0,2,4,1,28584,642,4,0,88560,1510,43791,0,0.05042407836138196,3,6,0,0,0.6943758379789712,0
26,38313,0,0,2,1,1,0,45484,317,12,2,61094,13045,31575,0,0.8851299079293277,10,5,0,3,1.5946023542922767,1
25,133175,14,1,0,1,4,1,49531,670,10,4,85769,19180,48198,0,0.5862922202456428,7,8,1,1,0.6440322883424066,0
29,86549,39,3,2,2,0,1,39852,534,2,3,37948,6907,40003,0,0.8488732212557483,7,3,0,3,0.43845682792406615,0
51,134914,11,3,1,1,0,0,14219,368,4,4,84806,4512,10619,0,0.010392702544208543,5,0,0,3,0.6285930296336926,0
50,43705,21,3,2,1,3,1,43972,746,20,4,38459,4302,20141,0,0.8692764039616176,7,8,0,3,0.8799679670518248,0
65,87364,21,0,1,2,1,1,25815,307,28,4,50025,18027,40836,0,0.12013751917326687,11,9,1,3,0.5726042763609724,0
40,93445,16,3,2,1,1,0,49865,761,28,4,78840,10960,1284,0,0.7212180063923992,5,7,0,3,0.8437048531221574,0
41,123892,28,0,2,0,3,1,25623,610,6,4,82246,4406,28094,0,0.41652139288784373,3,0,1,3,0.6638523875633616,0
54,98645,13,1,2,1,0,2,37817,433,14,0,34529,19748,14466,0,0.6810723910979244,10,9,0,1,0.3500329464240458,0
52,22023,19,2,2,1,0,0,4457,684,23,1,73669,9591,38121,0,0.6281897376773642,11,5,1,1,3.3450937656086817,0
61,139654,32,0,0,1,0,3,28855,355,3,3,8812,9742,903,0,0.16339654706724183,5,9,0,2,0.06309880132327036,1
57,79796,14,0,2,2,4,1,37258,659,15,3,38800,3411,42137,0,0.5146137644475518,8,3,1,2,0.4862399117750263,0
39,100073,11,2,0,0,2,3,16470,413,26,0,55494,16466,41289,0,0.27723047319454075,7,1,1,1,0.5545351893118023,0
44,112197,39,2,1,0,0,1,49957,387,1,0,86265,5696,42849,1,0.5604368428480124,6,2,0,1,0.7688708254231397,0
52,84429,19,1,1,1,2,2,46930,437,19,4,3384,13763,16365,0,0.738003283052844,4,8,1,2,0.040081014817183666,0
18,124195,29,3,0,2,2,0,19281,407,25,1,21022,11112,22394,1,0.08125841458183791,6,4,0,3,0.16926607351342646,0
52,81627,37,0,1,2,1,3,12728,799,1,3,6123,10475,15971,1,0.5157624235310253,0,6,1,0,0.07501194457716197,0
54,53848,2,3,1,0,3,0,46680,834,13,2,11960,18824,42827,0,0.6176298207622585,7,1,1,3,0.2221066706284356,0
64,57804,27,0,2,2,4,3,39723,443,8,0,10734,5760,43475,0,0.29536745359721384,4,7,1,1,0.18569649159227736,0
31,35379,25,1,2,1,2,1,11162,355,18,2,84539,18166,31359,0,0.9530034827960071,6,2,1,2,2.389524859379858,0
20,79664,29,2,2,1,4,2,30272,305,22,3,64078,14365,33180,0,0.5203028255068295,6,0,0,2,0.804353283791926,0
18,47766,12,1,0,2,1,3,36488,841,3,0,90136,13894,6639,0,0.18251708984593273,7,7,0,3,1.88703261734288,0
22,129126,12,2,0,1,0,3,44341,746,23,3,82910,6426,30212,0,0.10778826179928402,6,8,0,2,0.6420860245031984,0
43,88099,1,3,1,0,2,2,12338,684,18,0,47405,16088,36601,0,0.5416595491653655,5,7,1,1,0.53808783300605,0
31,56060,36,3,2,1,3,2,23296,606,20,3,29920,12525,18970,0,0.375238381126929,11,0,1,1,0.5337138779878702,0
56,114733,37,1,0,2,1,2,12675,601,26,2,36313,7906,31356,0,0.19254709776838463,5,6,0,0,0.31650004793738507,0
44,89122,1,2,0,0,4,2,25070,704,9,1,882,8922,21955,0,0.03069848678577458,4,6,0,1,0.009896546307309082,0
26,36087,35,1,2,1,0,2,21080,809,6,0,38853,14282,26140,0,0.56660008003788,4,3,0,0,1.0766481004239754,0
32,68868,25,2,0,0,4,0,48139,372,20,2,9869,17744,45570,0,0.5986002368336619,3,7,1,0,0.14330313062670616,0
32,139119,10,2,2,2,3,1,14936,564,2,3,35485,2078,39325,0,0.14180260118146848,6,4,1,3,0.255069401016396,0
43,43225,7,3,1,1,2,1,11019,526,26,2,42755,17361,10467,0,0.6017380497703043,11,3,0,2,0.9891266628108734,0
59,115286,39,3,1,1,3,3,42182,492,25,0,58761,7793,12032,0,0.9519727547075985,10,4,0,1,0.5096976215672328,0
30,26643,21,2,1,0,4,2,2746,673,4,2,89697,1637,15126,0,0.9782956099897394,2,1,0,2,3.366625380024772,0
68,113059,19,2,2,1,4,0,23768,309,25,3,62090,13916,2882,1,0.888492936557005,4,3,1,0,0.5491822853554339,0
49,56727,7,2,0,1,3,0,9325,601,18,4,45986,10173,44703,0,0.8070785808357406,2,9,1,1,0.8106545384032295,0
56,31005,28,3,1,1,3,3,45763,658,7,1,48383,19684,35287,0,0.20936783671333126,7,7,0,2,1.5604902435091115,0
66,129079,39,3,1,1,3,2,5486,351,27,1,55818,4004,12805,0,0.15643518249593014,4,6,0,1,0.4324328511996529,0
69,85697,25,0,1,2,0,1,17485,398,11,4,52066,16966,4400,0,0.44494760228535446,10,7,1,3,0.6075591911035392,0
49,36029,29,2,0,1,4,2,15328,312,5,0,1150,15701,41614,0,0.6196317513185524,9,6,0,1,0.03191873213244886,0
21,135281,16,0,0,0,1,0,20112,689,8,2,41437,10168,26553,0,0.850678684008378,5,6,0,0,0.30630317635144627,0
47,34226,19,2,2,2,0,2,45001,656,11,2,21799,8475,16564,0,0.23196304113680155,0,6,0,1,0.6369134576053292,0
54,83646,15,3,1,0,0,1,33280,310,24,4,27362,2398,20509,0,0.47964790052033257,10,1,1,3,0.32711665829806563,1
40,80603,6,0,0,0,0,1,27576,380,20,4,97189,1238,35787,1,0.6474402419568459,3,2,0,3,1.2057739786360309,1
56,48731,15,0,2,0,1,3,43528,560,29,3,16812,3466,764,0,0.44559385453441913,8,0,1,2,0.3449959984404178,0
62,129458,26,1,1,2,3,0,16702,305,20,3,11443,5363,20519,0,0.45419367707928426,4,1,0,3,0.0883916019094996,0
32,130384,22,2,0,2,4,2,22320,757,15,1,69234,3166,10558,0,0.22511716102827906,0,9,1,0,0.5310007362866609,0
60,88926,23,3,0,2,2,2,19437,672,24,0,17825,779,16175,1,0.9866609049110759,3,5,1,3,0.20044756314238804,0
46,25997,8,1,2,1,2,3,1193,780,3,0,74768,2134,26947,0,0.4751932834074434,11,1,0,2,2.876024156633458,0
53,75506,34,1,1,0,4,3,26317,521,7,4,71841,18620,14214,0,0.5327419454054919,5,0,1,3,0.9514608110613726,0
30,98229,19,2,1,2,1,3,29482,380,24,1,53379,18023,21422,0,0.21855929128682905,6,7,1,3,0.543413859450875,1
49,69815,36,1,0,0,2,0,20343,814,8,1,84949,8611,6799,0,0.5141367183318186,6,8,0,1,1.2167728998066318,0
24,62092,16,2,1,2,0,2,30144,359,11,3,67238,14583,32021,0,0.25534955853430674,7,6,0,2,1.0828770211943568,0
68,82539,30,1,2,2,2,3,12612,520,10,2,64510,4955,14509,0,0.20233625138346645,4,2,1,1,0.7815699245205296,0
39,86077,7,2,0,2,4,0,20307,648,20,0,83070,8398,9974,0,0.27572225094293445,5,0,0,2,0.9650661616924382,0
45,41817,14,3,0,0,0,2,20623,527,9,1,3506,19774,29356,0,0.002759648505280987,10,3,0,2,0.08384149986847454,0
19,57861,30,2,2,1,2,1,21249,589,15,3,62376,7249,18840,0,0.5701511120016839,10,9,0,2,1.0780318349147093,0
59,33428,29,2,0,2,4,3,9229,592,26,3,63728,12062,38449,0,0.38748000552284323,1,2,0,2,1.9064257508675362,0
62,63934,19,0,1,2,1,0,27274,492,20,3,52556,3796,6997,0,0.8986890191939303,11,2,0,2,0.8220352238245691,0
23,135555,38,3,1,2,4,2,38334,773,24,2,9005,18918,9374,0,0.040707173612521186,9,1,0,2,0.06643060012541036,0
45,134367,11,3,0,1,1,2,7595,556,22,1,20998,18564,36900,0,0.04320030085575011,11,9,0,3,0.15627348977055378,0
45,30258,16,3,2,0,0,3,29602,805,5,4,17005,15312,2453,0,0.8858735173125835,1,2,1,3,0.562000132196444,0
61,77775,29,1,2,0,4,3,39377,687,15,4,63018,13207,538,0,0.12664464220434124,2,4,0,3,0.8102603664416587,0
61,101580,28,0,1,0,3,2,38876,697,4,3,7103,1446,10615,0,0.002160104124001805,3,3,0,0,0.06992518212246505,0
37,114947,18,3,2,0,3,0,35551,665,5,3,25244,951,30593,0,0.17891386371301377,5,0,0,2,0.2196142570054025,0
47,25469,10,1,0,2,3,1,43926,589,29,2,69718,1717,2303,0,0.8238761750976041,5,0,0,3,2.7373669951705994,0
28,48854,33,1,0,1,3,2,25678,608,15,3,13960,5913,49400,0,0.8027140827601023,2,0,0,2,0.2857493756908339,0
45,26256,6,1,1,2,3,0,23214,577,27,1,53773,11390,18556,0,0.340132210843451,0,9,0,1,2.0480271176112126,0
42,144086,33,0,1,1,1,3,39599,763,17,3,79595,15477,34103,0,0.668030917259852,2,8,1,0,0.5524131421512153,0
56,96256,19,1,1,0,4,2,33809,488,23,3,29044,17980,35027,0,0.5072497073358277,3,8,0,2,0.3017370345744681,0
50,53937,37,0,2,1,0,3,44954,477,8,1,7364,6594,6615,0,0.9047349898459061,8,8,1,3,0.13652965496783284,0
18,119134,23,2,0,2,3,1,28794,827,28,0,89814,11925,31468,0,0.05642347541742232,9,9,1,0,0.7538905769973308,0
44,21651,9,1,0,2,3,3,23593,674,25,4,80270,19600,8691,0,0.8131791287366318,7,3,1,1,3.707450002309362,1
69,70288,31,3,0,0,0,1,29864,753,29,3,29093,9098,33578,1,0.17059866942746005,3,3,1,2,0.4139113362167084,0
30,104730,14,1,1,2,0,3,45329,516,19,1,45157,11942,23732,0,0.3916208974317593,6,9,0,0,0.4311754034183138,0
58,45051,36,2,0,2,3,3,43636,341,9,4,2229,14012,23940,0,0.19195715143476588,8,6,0,2,0.04947725910634614,1
20,47386,19,2,2,1,1,1,4689,493,10,2,45015,12250,36481,0,0.702614409594139,1,2,0,0,0.9499641244249356,0
56,95054,2,1,2,2,0,3,41363,626,5,0,88372,15408,3704,0,0.6783261797532577,2,9,1,3,0.9297031161234667,0
23,131562,36,2,0,0,4,0,15687,672,10,3,54781,10346,33978,0,0.5478976016990269,0,2,0,2,0.41638923093294417,0
25,36184,39,0,1,0,4,3,21381,764,22,0,35436,14428,14211,0,0.6981630368036552,7,3,1,2,0.9793278797258457,0
44,53787,7,0,0,2,1,2,34093,462,1,3,12913,5755,48866,0,0.6395647806046738,1,5,1,2,0.24007659843456597,0
26,41621,39,1,2,0,2,3,24589,575,25,3,48152,13116,36513,0,0.776442055684268,6,0,0,3,1.1569159799139856,0
54,95564,22,0,2,1,1,0,2120,663,25,3,30264,6283,10178,0,0.23940665129054872,6,2,1,0,0.3166882926625089,0
50,97984,39,0,2,1,3,2,17491,779,22,0,64284,16268,24175,0,0.4289126149407205,10,4,0,3,0.6560662965382104,0
68,79792,10,3,0,2,2,0,44638,759,24,2,46241,1337,17875,0,0.1516265293542287,2,3,1,1,0.5795192500501304,0
59,65253,7,1,2,2,3,2,40062,564,4,1,73704,10687,15816,0,0.429593564220194,1,7,1,1,1.1295112868373869,1
61,54051,28,2,1,1,4,3,6193,838,21,1,79296,19358,32441,0,0.7016917514203412,2,8,0,1,1.4670588888272187,0
41,69811,29,1,0,0,0,0,24608,685,5,2,77344,6826,28846,0,0.6913911607843516,11,7,1,0,1.1079056309177637,0
32,50447,9,0,0,2,3,3,16213,384,23,2,60273,5667,15620,0,0.7094269032949428,7,8,0,2,1.194778678613198,0
